,timestamp,power
0,2024-03-09 17:07:18,-316.0
1,2024-03-09 17:22:18,-240.0
2,2024-03-09 17:37:18,-124.0
3,2024-03-09 17:52:18,-40.0
4,2024-03-09 18:07:18,186.0
5,2024-03-09 18:22:18,266.0
6,2024-03-09 18:37:18,940.0
7,2024-03-09 18:52:18,1486.0
8,2024-03-09 19:07:18,2154.0
9,2024-03-09 19:22:18,1130.0
10,2024-03-09 19:37:18,280.0
11,2024-03-09 19:52:18,262.0
12,2024-03-09 20:07:18,280.0
13,2024-03-09 20:22:18,382.0
14,2024-03-09 20:37:18,348.0
15,2024-03-09 20:52:18,336.0
16,2024-03-09 21:07:18,416.0
17,2024-03-09 21:22:18,412.0
18,2024-03-09 21:37:18,452.0
19,2024-03-09 21:52:18,1034.0
20,2024-03-09 22:07:18,1660.0
21,2024-03-09 22:22:18,1114.0
22,2024-03-09 22:37:18,1010.0
23,2024-03-09 22:52:18,1012.0
24,2024-03-09 23:07:18,792.0
25,2024-03-09 23:22:18,400.0
26,2024-03-09 23:37:18,368.0
27,2024-03-09 23:52:18,380.0
28,2024-03-10 00:07:18,380.0
29,2024-03-10 00:22:18,368.0
30,2024-03-10 00:37:18,316.0
31,2024-03-10 00:52:18,264.0
32,2024-03-10 01:07:18,288.0
33,2024-03-10 01:22:18,302.0
34,2024-03-10 01:37:18,266.0
35,2024-03-10 01:52:18,294.0
36,2024-03-10 02:07:18,250.0
37,2024-03-10 02:22:18,286.0
38,2024-03-10 02:37:18,326.0
39,2024-03-10 02:52:18,252.0
40,2024-03-10 03:07:18,392.0
41,2024-03-10 03:22:18,598.0
42,2024-03-10 03:37:18,552.0
43,2024-03-10 03:52:18,736.0
44,2024-03-10 04:07:18,146.0
45,2024-03-10 04:22:18,126.0
46,2024-03-10 04:37:18,184.0
47,2024-03-10 04:52:18,142.0
48,2024-03-10 05:07:18,154.0
49,2024-03-10 05:22:18,154.0
50,2024-03-10 05:37:18,128.0
51,2024-03-10 05:52:18,180.0
52,2024-03-10 06:07:18,142.0
53,2024-03-10 06:22:18,136.0
54,2024-03-10 06:37:18,172.0
55,2024-03-10 06:52:18,164.0
56,2024-03-10 07:07:18,178.0
57,2024-03-10 07:22:18,152.0
58,2024-03-10 07:37:18,194.0
59,2024-03-10 07:52:18,474.0
60,2024-03-10 08:07:18,364.0
61,2024-03-10 08:22:18,550.0
62,2024-03-10 08:37:18,1334.0
63,2024-03-10 08:52:18,-256.0
64,2024-03-10 09:07:18,-204.0
65,2024-03-10 09:22:18,530.0
66,2024-03-10 09:37:18,280.0
67,2024-03-10 09:52:18,456.0
68,2024-03-10 10:07:18,1470.0
69,2024-03-10 10:22:18,1902.0
70,2024-03-10 10:37:18,466.0
71,2024-03-10 10:52:18,302.0
72,2024-03-10 11:07:18,-734.0
73,2024-03-10 11:22:18,-94.0
74,2024-03-10 11:37:18,28.0
75,2024-03-10 11:52:18,-22.0
76,2024-03-10 12:07:18,466.0
77,2024-03-10 12:22:18,-240.0
78,2024-03-10 12:37:18,186.0
79,2024-03-10 12:52:18,138.0
80,2024-03-10 13:07:18,496.0
81,2024-03-10 13:22:18,18.0
82,2024-03-10 13:37:18,-36.0
83,2024-03-10 13:52:18,470.0
84,2024-03-10 14:07:18,492.0
85,2024-03-10 14:22:18,840.0
86,2024-03-10 14:37:18,978.0
87,2024-03-10 14:52:18,1070.0
88,2024-03-10 15:07:18,1098.0
89,2024-03-10 15:22:18,1220.0
90,2024-03-10 15:37:18,-114.0
91,2024-03-10 15:52:18,-352.0
92,2024-03-10 16:07:18,-392.0
93,2024-03-10 16:22:18,22.0
94,2024-03-10 16:37:18,542.0
95,2024-03-10 16:52:18,14.0
96,2024-03-10 17:07:18,78.0
97,2024-03-10 17:22:18,140.0
98,2024-03-10 17:37:18,78.0
99,2024-03-10 17:52:18,192.0
100,2024-03-10 18:07:18,292.0
101,2024-03-10 18:22:18,520.0
102,2024-03-10 18:37:18,1924.0
103,2024-03-10 18:52:18,1134.0
104,2024-03-10 19:07:18,524.0
105,2024-03-10 19:22:18,178.0
106,2024-03-10 19:37:18,232.0
107,2024-03-10 19:52:18,208.0
108,2024-03-10 20:07:18,216.0
109,2024-03-10 20:22:18,402.0
110,2024-03-10 20:37:18,584.0
111,2024-03-10 20:52:18,660.0
112,2024-03-10 21:07:18,654.0
113,2024-03-10 21:22:18,726.0
114,2024-03-10 21:37:18,280.0
115,2024-03-10 21:52:18,286.0
116,2024-03-10 22:07:18,410.0
117,2024-03-10 22:22:18,468.0
118,2024-03-10 22:37:18,446.0
119,2024-03-10 22:52:18,702.0
120,2024-03-10 23:07:18,742.0
121,2024-03-10 23:22:18,1682.0
122,2024-03-10 23:37:18,738.0
123,2024-03-10 23:52:18,602.0
124,2024-03-11 00:07:18,298.0
125,2024-03-11 00:22:18,302.0
126,2024-03-11 00:37:18,260.0
127,2024-03-11 00:52:18,238.0
128,2024-03-11 01:07:18,196.0
129,2024-03-11 01:22:18,152.0
130,2024-03-11 01:37:18,204.0
131,2024-03-11 01:52:18,418.0
132,2024-03-11 02:07:18,576.0
133,2024-03-11 02:22:18,558.0
134,2024-03-11 02:37:18,548.0
135,2024-03-11 02:52:18,566.0
136,2024-03-11 03:07:18,562.0
137,2024-03-11 03:22:18,322.0
138,2024-03-11 03:37:18,170.0
139,2024-03-11 03:52:18,146.0
140,2024-03-11 04:07:18,144.0
141,2024-03-11 04:22:18,174.0
142,2024-03-11 04:37:18,126.0
143,2024-03-11 04:52:18,184.0
144,2024-03-11 05:07:18,184.0
145,2024-03-11 05:22:18,414.0
146,2024-03-11 05:37:18,580.0
147,2024-03-11 05:52:18,558.0
148,2024-03-11 06:07:18,560.0
149,2024-03-11 06:22:18,562.0
150,2024-03-11 06:37:18,626.0
151,2024-03-11 06:52:18,488.0
152,2024-03-11 07:07:18,278.0
153,2024-03-11 07:22:18,140.0
154,2024-03-11 07:37:18,-22.0
155,2024-03-11 07:52:18,-278.0
156,2024-03-11 08:07:18,-344.0
157,2024-03-11 08:22:18,-406.0
158,2024-03-11 08:37:18,-238.0
159,2024-03-11 08:52:18,-452.0
160,2024-03-11 09:07:18,-908.0
161,2024-03-11 09:22:18,546.0
162,2024-03-11 09:37:18,-990.0
163,2024-03-11 09:52:18,-1676.0
164,2024-03-11 10:07:18,-1564.0
165,2024-03-11 10:22:18,-1104.0
166,2024-03-11 10:37:18,-2052.0
167,2024-03-11 10:52:18,-1208.0
168,2024-03-11 11:07:18,-1668.0
169,2024-03-11 11:22:18,-2880.0
170,2024-03-11 11:37:18,-3088.0
171,2024-03-11 11:52:18,-3244.0
172,2024-03-11 12:07:18,-1320.0
173,2024-03-11 12:22:18,-1892.0
174,2024-03-11 12:37:18,-136.0
175,2024-03-11 12:52:18,-3052.0
176,2024-03-11 13:07:18,-1660.0
177,2024-03-11 13:22:18,-2680.0
178,2024-03-11 13:37:18,-4072.0
179,2024-03-11 13:52:18,-2840.0
180,2024-03-11 14:07:18,-2310.0
181,2024-03-11 14:22:18,-852.0
182,2024-03-11 14:37:18,-456.0
183,2024-03-11 14:52:18,-736.0
184,2024-03-11 15:07:18,-674.0
185,2024-03-11 15:22:18,-882.0
186,2024-03-11 15:37:18,-160.0
187,2024-03-11 15:52:18,-2000.0
188,2024-03-11 16:07:18,-1836.0
189,2024-03-11 16:22:18,-512.0
190,2024-03-11 16:37:18,-340.0
191,2024-03-11 16:52:18,-364.0
192,2024-03-11 17:07:18,-1264.0
193,2024-03-11 17:22:18,-664.0
194,2024-03-11 17:37:18,-316.0
195,2024-03-11 17:52:18,-104.0
196,2024-03-11 18:07:18,8.0
197,2024-03-11 18:22:18,110.0
198,2024-03-11 18:37:18,176.0
199,2024-03-11 18:52:18,200.0
200,2024-03-11 19:07:18,244.0
201,2024-03-11 19:22:18,204.0
202,2024-03-11 19:37:18,188.0
203,2024-03-11 19:52:18,184.0
204,2024-03-11 20:07:18,730.0
205,2024-03-11 20:22:18,182.0
206,2024-03-11 20:37:18,202.0
207,2024-03-11 20:52:18,200.0
208,2024-03-11 21:07:18,222.0
209,2024-03-11 21:22:18,394.0
210,2024-03-11 21:37:18,288.0
211,2024-03-11 21:52:18,350.0
212,2024-03-11 22:07:18,354.0
213,2024-03-11 22:22:18,324.0
214,2024-03-11 22:37:18,330.0
215,2024-03-11 22:52:18,340.0
216,2024-03-11 23:07:18,292.0
217,2024-03-11 23:22:18,364.0
218,2024-03-11 23:37:18,442.0
219,2024-03-11 23:52:18,482.0
220,2024-03-12 00:07:18,524.0
221,2024-03-12 00:22:18,468.0
222,2024-03-12 00:37:18,550.0
223,2024-03-12 00:52:18,764.0
224,2024-03-12 01:07:18,738.0
225,2024-03-12 01:22:18,764.0
226,2024-03-12 01:37:18,766.0
227,2024-03-12 01:52:18,934.0
228,2024-03-12 02:07:18,1040.0
229,2024-03-12 02:22:18,174.0
